Ngày hạch toán,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh
3/3/2024,ĐH2118101,KH-0389,P-313,10,42210000,422100000,281400000,NV006,CN HN
3/3/2024,ĐH1481863,KH-0749,P-352,6,2100000,12600000,8400000,NV238,CN HCM
3/3/2024,ĐH2311212,KH-0068,P-775,5,225000,1125000,750000,NV040,CN HN
3/3/2024,ĐH2149353,KH-0118,P-476,3,855000,2565000,1710000,NV177,CN DN
3/3/2024,ĐH4122364,KH-0140,P-391,6,49875000,299250000,199500000,NV049,CN DN
3/3/2024,ĐH4728355,KH-0077,P-077,5,2430000,12150000,8100000,NV225,CN HCM
3/3/2024,ĐH1689008,KH-0265,P-274,6,15540000,93240000,62160000,NV023,CN HCM
3/3/2024,ĐH3010722,KH-0354,P-214,5,97500000,487500000,325000000,NV098,CN HCM
3/3/2024,ĐH7688459,KH-0508,P-054,9,300000,2700000,1800000,NV211,CN HCM
3/3/2024,ĐH9979884,KH-0647,P-147,4,524310000,2097240000,1398160000,NV142,CN HCM
3/3/2024,ĐH4721892,KH-0717,P-480,5,2715000,13575000,9050000,NV140,CN HCM
3/3/2024,ĐH1710966,KH-0496,P-122,4,2775000,11100000,7400000,NV200,CN DN
3/3/2024,ĐH3922676,KH-0687,P-525,8,8715000,69720000,46480000,NV035,CN HN
3/3/2024,ĐH2885788,KH-0544,P-713,6,240000,1440000,960000,NV237,CN HN
3/3/2024,ĐH1610845,KH-0489,P-616,7,555000,3885000,2590000,NV231,CN HCM
3/3/2024,ĐH5171672,KH-0385,P-176,6,14535000,87210000,58140000,NV074,CN DN
3/3/2024,ĐH9858089,KH-0167,P-680,8,4920000,39360000,26240000,NV107,CN HCM
3/3/2024,ĐH2642481,KH-0130,P-087,8,12390000,99120000,66080000,NV111,CN HN
3/3/2024,ĐH7387915,KH-0636,P-335,10,16815000,168150000,112100000,NV196,CN HN
3/3/2024,ĐH6930586,KH-0695,P-066,10,35595000,355950000,237300000,NV168,CN HN
3/4/2024,ĐH8692782,KH-0496,P-560,7,1470000,10290000,6860000,NV233,CN DN
3/4/2024,ĐH5770589,KH-0151,P-377,7,16365000,114555000,76370000,NV045,CN HN
3/4/2024,ĐH7395888,KH-0022,P-756,9,26685000,240165000,160110000,NV092,CN HN
3/4/2024,ĐH6068533,KH-0543,P-353,3,3750000,11250000,7500000,NV169,CN HN
3/4/2024,ĐH9618555,KH-0701,P-097,6,3480000,20880000,13920000,NV203,CN HN
3/4/2024,ĐH6219116,KH-0245,P-575,1,27150000,27150000,18100000,NV051,CN DN
3/4/2024,ĐH1309442,KH-0609,P-473,8,19425000,155400000,103600000,NV095,CN HN
3/4/2024,ĐH9293474,KH-0767,P-417,3,62565000,187695000,125130000,NV197,CN HN
3/4/2024,ĐH3795297,KH-0104,P-587,10,1800000,18000000,12000000,NV110,CN DN
3/4/2024,ĐH3323003,KH-0074,P-488,10,213885000,2138850000,1425900000,NV248,CN HN
3/4/2024,ĐH5193647,KH-0283,P-794,6,1365000,8190000,5460000,NV011,CN DN
3/4/2024,ĐH3574820,KH-0238,P-630,4,1905000,7620000,5080000,NV227,CN HN
3/4/2024,ĐH7408462,KH-0619,P-720,9,4215000,37935000,25290000,NV046,CN HN
3/4/2024,ĐH9022773,KH-0547,P-661,8,330000,2640000,1760000,NV107,CN DN
3/4/2024,ĐH1483037,KH-0259,P-481,1,8955000,8955000,5970000,NV046,CN DN
3/4/2024,ĐH8563018,KH-0262,P-458,2,17685000,35370000,23580000,NV049,CN HN
3/4/2024,ĐH8911423,KH-0548,P-714,3,26280000,78840000,52560000,NV157,CN HCM
3/4/2024,ĐH1786618,KH-0286,P-746,2,150000,300000,200000,NV172,CN DN
3/4/2024,ĐH9113415,KH-0139,P-325,9,1725000,15525000,10350000,NV245,CN DN
3/4/2024,ĐH2747047,KH-0269,P-467,7,41925000,293475000,195650000,NV199,CN DN
3/4/2024,ĐH9530358,KH-0570,P-402,3,1650000,4950000,3300000,NV121,CN HN
3/4/2024,ĐH9527591,KH-0456,P-784,8,480000,3840000,2560000,NV040,CN HN
3/4/2024,ĐH9658873,KH-0687,P-052,5,240000,1200000,800000,NV245,CN HN
3/4/2024,ĐH2522355,KH-0512,P-499,4,1155000,4620000,3080000,NV106,CN HCM
3/4/2024,ĐH3169287,KH-0401,P-052,10,240000,2400000,1600000,NV241,CN DN
3/4/2024,ĐH6383347,KH-0716,P-470,10,34125000,341250000,227500000,NV007,CN HN
3/4/2024,ĐH7747709,KH-0352,P-065,2,8130000,16260000,10840000,NV184,CN DN
3/4/2024,ĐH9953099,KH-0334,P-436,8,4620000,36960000,24640000,NV127,CN DN
3/4/2024,ĐH7619559,KH-0064,P-253,5,885000,4425000,2950000,NV149,CN HN
3/4/2024,ĐH4481185,KH-0688,P-247,5,14820000,74100000,49400000,NV157,CN HN
3/4/2024,ĐH8390933,KH-0176,P-520,2,9975000,19950000,13300000,NV022,CN HN
3/5/2024,ĐH9647904,KH-0706,P-599,8,1170000,9360000,6240000,NV202,CN DN
3/5/2024,ĐH2920005,KH-0239,P-398,2,555000,1110000,740000,NV222,CN HN
3/5/2024,ĐH5115723,KH-0453,P-605,4,2040000,8160000,5440000,NV190,CN DN
3/5/2024,ĐH7954775,KH-0457,P-048,2,13845000,27690000,18460000,NV153,CN DN
3/5/2024,ĐH3662578,KH-0722,P-212,4,1230000,4920000,3280000,NV185,CN HN
3/5/2024,ĐH4679497,KH-0149,P-283,2,118770000,237540000,158360000,NV017,CN HN
3/5/2024,ĐH6163440,KH-0049,P-057,4,9645000,38580000,25720000,NV137,CN HCM
3/5/2024,ĐH1377206,KH-0190,P-521,1,28350000,28350000,18900000,NV184,CN HN
3/5/2024,ĐH8437639,KH-0362,P-460,8,3225000,25800000,17200000,NV051,CN HCM
3/5/2024,ĐH8698319,KH-0057,P-378,10,855000,8550000,5700000,NV038,CN HCM
3/5/2024,ĐH1157475,KH-0513,P-325,7,1725000,12075000,8050000,NV100,CN DN
3/5/2024,ĐH3808128,KH-0065,P-325,9,1725000,15525000,10350000,NV202,CN HCM
3/5/2024,ĐH7220723,KH-0086,P-645,5,5625000,28125000,18750000,NV127,CN DN
3/5/2024,ĐH5064581,KH-0698,P-783,3,11445000,34335000,22890000,NV113,CN HCM
3/5/2024,ĐH2674955,KH-0266,P-687,8,3315000,26520000,17680000,NV192,CN HN
3/5/2024,ĐH5662947,KH-0031,P-609,10,330000,3300000,2200000,NV168,CN HCM
3/5/2024,ĐH2339982,KH-0481,P-688,3,450000,1350000,900000,NV108,CN HN
3/5/2024,ĐH7644213,KH-0087,P-658,8,210000,1680000,1120000,NV025,CN DN
3/5/2024,ĐH7165364,KH-0168,P-214,7,97500000,682500000,455000000,NV234,CN HCM
3/5/2024,ĐH8759718,KH-0736,P-108,6,29580000,177480000,118320000,NV212,CN DN
3/5/2024,ĐH8283861,KH-0243,P-710,10,2535000,25350000,16900000,NV200,CN HCM
3/5/2024,ĐH4656854,KH-0092,P-765,1,345000,345000,230000,NV153,CN DN
3/5/2024,ĐH8883775,KH-0768,P-176,10,14535000,145350000,96900000,NV027,CN DN
3/5/2024,ĐH5392901,KH-0196,P-594,9,540000,4860000,3240000,NV197,CN HCM
3/5/2024,ĐH6008564,KH-0504,P-155,3,199425000,598275000,398850000,NV234,CN HN
3/5/2024,ĐH3596274,KH-0336,P-735,4,16500000,66000000,44000000,NV192,CN HCM
3/6/2024,ĐH2337832,KH-0288,P-715,5,29565000,147825000,98550000,NV091,CN HCM
3/6/2024,ĐH7552653,KH-0006,P-783,9,11445000,103005000,68670000,NV181,CN HCM
3/6/2024,ĐH9868681,KH-0390,P-121,5,3945000,19725000,13150000,NV209,CN DN
3/6/2024,ĐH2068235,KH-0713,P-612,10,7410000,74100000,49400000,NV216,CN DN
3/6/2024,ĐH3582965,KH-0771,P-628,1,255000,255000,170000,NV142,CN HCM
3/6/2024,ĐH7298123,KH-0228,P-410,6,5385000,32310000,21540000,NV004,CN DN
3/6/2024,ĐH7048011,KH-0654,P-371,3,5220000,15660000,10440000,NV046,CN HCM
3/6/2024,ĐH6223043,KH-0666,P-524,5,1335000,6675000,4450000,NV215,CN HN
3/6/2024,ĐH6461194,KH-0714,P-527,6,44265000,265590000,177060000,NV001,CN HCM
3/6/2024,ĐH4395482,KH-0599,P-320,9,23895000,215055000,143370000,NV245,CN DN
3/6/2024,ĐH8657807,KH-0041,P-671,6,585000,3510000,2340000,NV089,CN HN
3/6/2024,ĐH2698666,KH-0203,P-155,7,199425000,1395975000,930650000,NV040,CN DN
3/6/2024,ĐH4593927,KH-0209,P-328,3,240000,720000,480000,NV226,CN HCM
3/6/2024,ĐH5401145,KH-0593,P-381,4,1965000,7860000,5240000,NV168,CN HN
3/6/2024,ĐH6812941,KH-0636,P-707,1,10890000,10890000,7260000,NV103,CN DN
3/6/2024,ĐH8897443,KH-0579,P-200,8,7665000,61320000,40880000,NV069,CN HN
3/6/2024,ĐH9732293,KH-0149,P-408,6,16005000,96030000,64020000,NV164,CN HN
3/6/2024,ĐH7228524,KH-0266,P-195,10,21810000,218100000,145400000,NV137,CN HCM
3/6/2024,ĐH3308470,KH-0001,P-006,5,6870000,34350000,22900000,NV163,CN HN
3/6/2024,ĐH4165462,KH-0153,P-342,9,45870000,412830000,275220000,NV099,CN DN
3/6/2024,ĐH6797138,KH-0270,P-215,10,615000,6150000,4100000,NV249,CN HCM
3/6/2024,ĐH2010200,KH-0027,P-613,6,2775000,16650000,11100000,NV145,CN DN
3/6/2024,ĐH2342535,KH-0319,P-036,5,3570000,17850000,11900000,NV065,CN DN
3/6/2024,ĐH5577698,KH-0242,P-025,1,18225000,18225000,12150000,NV085,CN HN
3/6/2024,ĐH9826659,KH-0244,P-375,7,8460000,59220000,39480000,NV062,CN DN
3/6/2024,ĐH3930638,KH-0695,P-013,5,3105000,15525000,10350000,NV155,CN HN
3/6/2024,ĐH6520129,KH-0152,P-140,9,12600000,113400000,75600000,NV095,CN DN
3/6/2024,ĐH9473440,KH-0215,P-295,3,225000,675000,450000,NV186,CN HN
3/6/2024,ĐH3736178,KH-0032,P-066,6,35595000,213570000,142380000,NV231,CN HCM
3/7/2024,ĐH4520696,KH-0456,P-597,4,1065000,4260000,2840000,NV030,CN DN
3/7/2024,ĐH6929662,KH-0474,P-400,5,375000,1875000,1250000,NV157,CN DN
3/7/2024,ĐH6545248,KH-0220,P-239,10,25635000,256350000,170900000,NV174,CN HN
3/7/2024,ĐH2982462,KH-0285,P-770,3,7755000,23265000,15510000,NV245,CN DN
3/7/2024,ĐH8142514,KH-0558,P-253,9,885000,7965000,5310000,NV219,CN DN
3/7/2024,ĐH6869815,KH-0140,P-479,5,2880000,14400000,9600000,NV249,CN HN
3/7/2024,ĐH6220213,KH-0253,P-362,5,4935000,24675000,16450000,NV101,CN HCM
3/7/2024,ĐH6807345,KH-0612,P-368,2,7200000,14400000,9600000,NV149,CN HN
3/7/2024,ĐH4595822,KH-0391,P-752,1,2700000,2700000,1800000,NV239,CN HCM
3/7/2024,ĐH9036384,KH-0656,P-582,1,37080000,37080000,24720000,NV070,CN HN
3/7/2024,ĐH8494520,KH-0606,P-225,5,2415000,12075000,8050000,NV052,CN HN
3/7/2024,ĐH9989818,KH-0373,P-345,8,10140000,81120000,54080000,NV003,CN DN
3/7/2024,ĐH2088160,KH-0402,P-204,7,42120000,294840000,196560000,NV130,CN DN
3/7/2024,ĐH9858557,KH-0091,P-606,10,315000,3150000,2100000,NV157,CN HN
3/7/2024,ĐH2888623,KH-0417,P-319,8,3810000,30480000,20320000,NV170,CN HCM
3/7/2024,ĐH8235507,KH-0033,P-412,1,44175000,44175000,29450000,NV219,CN HCM
3/7/2024,ĐH9010569,KH-0197,P-659,1,299445000,299445000,199630000,NV241,CN HN
3/7/2024,ĐH9319805,KH-0254,P-681,6,1650000,9900000,6600000,NV026,CN HCM
3/8/2024,ĐH8508780,KH-0208,P-124,9,14115000,127035000,84690000,NV236,CN DN
3/8/2024,ĐH2874752,KH-0508,P-218,3,328995000,986985000,657990000,NV137,CN HCM
3/8/2024,ĐH3381995,KH-0572,P-750,5,585000,2925000,1950000,NV224,CN DN
3/8/2024,ĐH4629519,KH-0331,P-780,10,60570000,605700000,403800000,NV202,CN HCM
3/8/2024,ĐH7816442,KH-0560,P-693,9,1515000,13635000,9090000,NV241,CN HCM
3/8/2024,ĐH5669620,KH-0334,P-741,3,23580000,70740000,47160000,NV168,CN HN
3/8/2024,ĐH6541206,KH-0642,P-733,8,435000,3480000,2320000,NV246,CN DN
3/8/2024,ĐH2043961,KH-0421,P-051,7,495000,3465000,2310000,NV112,CN HN
3/8/2024,ĐH7006842,KH-0114,P-643,9,585000,5265000,3510000,NV192,CN DN
3/8/2024,ĐH8853002,KH-0725,P-041,5,4440000,22200000,14800000,NV232,CN DN
3/8/2024,ĐH5980374,KH-0248,P-662,1,3720000,3720000,2480000,NV071,CN HN
3/8/2024,ĐH2770937,KH-0062,P-576,8,1500000,12000000,8000000,NV027,CN DN
3/8/2024,ĐH6972692,KH-0390,P-266,7,1575000,11025000,7350000,NV190,CN HCM
3/8/2024,ĐH8561705,KH-0647,P-044,10,4170000,41700000,27800000,NV249,CN DN
3/8/2024,ĐH4628497,KH-0733,P-402,4,1650000,6600000,4400000,NV132,CN HN
3/8/2024,ĐH5148171,KH-0578,P-092,6,10035000,60210000,40140000,NV081,CN DN
3/8/2024,ĐH2525428,KH-0112,P-378,8,855000,6840000,4560000,NV098,CN HN
3/8/2024,ĐH8191866,KH-0574,P-711,10,2040000,20400000,13600000,NV069,CN HN
3/8/2024,ĐH9302013,KH-0100,P-008,4,8805000,35220000,23480000,NV063,CN HCM
3/8/2024,ĐH8429136,KH-0145,P-743,9,270000,2430000,1620000,NV204,CN DN
3/8/2024,ĐH1087578,KH-0121,P-591,3,720000,2160000,1440000,NV082,CN HCM
3/8/2024,ĐH2685395,KH-0672,P-472,5,23790000,118950000,79300000,NV223,CN HN
3/8/2024,ĐH2330003,KH-0716,P-303,2,77040000,154080000,102720000,NV122,CN HCM
3/9/2024,ĐH4588591,KH-0551,P-784,1,480000,480000,320000,NV122,CN HCM
3/9/2024,ĐH2780647,KH-0544,P-580,10,12105000,121050000,80700000,NV239,CN DN
3/9/2024,ĐH4832680,KH-0615,P-339,6,1905000,11430000,7620000,NV141,CN HN
3/9/2024,ĐH4268729,KH-0598,P-095,6,7050000,42300000,28200000,NV201,CN HCM
3/9/2024,ĐH9657760,KH-0192,P-763,10,1425000,14250000,9500000,NV061,CN DN
3/9/2024,ĐH2684233,KH-0074,P-347,5,39420000,197100000,131400000,NV190,CN HCM
3/9/2024,ĐH6422083,KH-0204,P-262,5,23205000,116025000,77350000,NV207,CN HN
3/9/2024,ĐH1438155,KH-0356,P-339,1,1905000,1905000,1270000,NV174,CN HN
3/9/2024,ĐH4693363,KH-0244,P-556,1,7410000,7410000,4940000,NV184,CN DN
3/9/2024,ĐH2151328,KH-0421,P-170,3,4920000,14760000,9840000,NV160,CN HCM
3/9/2024,ĐH6386683,KH-0466,P-506,2,300000,600000,400000,NV178,CN DN
3/9/2024,ĐH4731025,KH-0697,P-450,7,9105000,63735000,42490000,NV101,CN DN
3/9/2024,ĐH8815630,KH-0478,P-456,3,8160000,24480000,16320000,NV122,CN HCM
3/9/2024,ĐH4491195,KH-0722,P-573,8,1605000,12840000,8560000,NV014,CN HN
3/9/2024,ĐH9661392,KH-0515,P-406,2,8310000,16620000,11080000,NV069,CN DN
3/9/2024,ĐH3370431,KH-0719,P-487,2,3870000,7740000,5160000,NV143,CN HCM
3/9/2024,ĐH6990332,KH-0395,P-340,6,255000,1530000,1020000,NV087,CN HCM
3/9/2024,ĐH8501996,KH-0738,P-251,5,29910000,149550000,99700000,NV161,CN DN
3/9/2024,ĐH8266645,KH-0386,P-518,4,6240000,24960000,16640000,NV144,CN HN
3/9/2024,ĐH2776016,KH-0142,P-783,5,11445000,57225000,38150000,NV074,CN DN
3/9/2024,ĐH1597501,KH-0223,P-766,9,810000,7290000,4860000,NV104,CN DN
3/9/2024,ĐH3238298,KH-0395,P-218,4,328995000,1315980000,877320000,NV227,CN HCM
3/9/2024,ĐH3593647,KH-0290,P-683,5,360000,1800000,1200000,NV112,CN DN
3/9/2024,ĐH3450003,KH-0289,P-650,8,255000,2040000,1360000,NV129,CN HCM
3/9/2024,ĐH1556968,KH-0087,P-058,2,16410000,32820000,21880000,NV019,CN DN
3/9/2024,ĐH5379643,KH-0124,P-218,4,328995000,1315980000,877320000,NV176,CN HCM
3/9/2024,ĐH5940945,KH-0028,P-253,9,885000,7965000,5310000,NV224,CN HN
3/9/2024,ĐH5380965,KH-0020,P-671,2,585000,1170000,780000,NV192,CN HN
3/9/2024,ĐH5518950,KH-0415,P-406,2,8310000,16620000,11080000,NV094,CN DN
3/10/2024,ĐH4985535,KH-0773,P-575,9,27150000,244350000,162900000,NV007,CN DN
3/10/2024,ĐH9804818,KH-0292,P-627,3,990000,2970000,1980000,NV077,CN DN
3/10/2024,ĐH9620409,KH-0711,P-598,9,675000,6075000,4050000,NV139,CN HN
3/10/2024,ĐH2351904,KH-0588,P-675,6,195000,1170000,780000,NV135,CN HN
3/10/2024,ĐH6485345,KH-0669,P-387,3,13170000,39510000,26340000,NV094,CN HCM
3/10/2024,ĐH5895377,KH-0312,P-614,10,14940000,149400000,99600000,NV114,CN HN
3/10/2024,ĐH8688850,KH-0405,P-776,8,2685000,21480000,14320000,NV095,CN HN
3/10/2024,ĐH2941484,KH-0144,P-069,8,1305000,10440000,6960000,NV135,CN HN
3/10/2024,ĐH4561831,KH-0364,P-039,4,9285000,37140000,24760000,NV204,CN DN
3/10/2024,ĐH3692987,KH-0409,P-545,10,11655000,116550000,77700000,NV167,CN HN
3/10/2024,ĐH8095787,KH-0598,P-419,6,12600000,75600000,50400000,NV101,CN HN
3/10/2024,ĐH2496279,KH-0213,P-432,9,19350000,174150000,116100000,NV111,CN HCM
3/10/2024,ĐH2070716,KH-0252,P-022,4,2865000,11460000,7640000,NV058,CN DN
3/10/2024,ĐH9644448,KH-0626,P-723,5,2355000,11775000,7850000,NV170,CN DN
3/10/2024,ĐH8721195,KH-0642,P-146,10,15240000,152400000,101600000,NV050,CN HN
3/10/2024,ĐH6736703,KH-0298,P-523,9,1035000,9315000,6210000,NV035,CN HN
3/10/2024,ĐH8778141,KH-0677,P-196,9,24015000,216135000,144090000,NV121,CN DN
3/10/2024,ĐH1655838,KH-0113,P-310,6,5520000,33120000,22080000,NV169,CN HN
3/10/2024,ĐH5137228,KH-0680,P-383,6,90000,540000,360000,NV053,CN HCM
3/10/2024,ĐH4819649,KH-0254,P-596,5,240000,1200000,800000,NV191,CN HCM
3/10/2024,ĐH2237184,KH-0115,P-567,7,277770000,1944390000,1296260000,NV015,CN HN
3/10/2024,ĐH1356207,KH-0111,P-182,7,4305000,30135000,20090000,NV222,CN DN
3/10/2024,ĐH5633459,KH-0296,P-036,5,3570000,17850000,11900000,NV203,CN DN
3/10/2024,ĐH6239939,KH-0435,P-262,5,23205000,116025000,77350000,NV115,CN DN
3/10/2024,ĐH6385896,KH-0672,P-754,10,435000,4350000,2900000,NV118,CN DN
3/10/2024,ĐH2177097,KH-0449,P-594,7,540000,3780000,2520000,NV225,CN HCM
3/10/2024,ĐH6917996,KH-0615,P-387,1,13170000,13170000,8780000,NV066,CN HCM
3/10/2024,ĐH8682756,KH-0533,P-342,10,45870000,458700000,305800000,NV109,CN HN
3/10/2024,ĐH9125245,KH-0204,P-367,9,145080000,1305720000,870480000,NV128,CN DN
3/10/2024,ĐH1718090,KH-0571,P-572,4,24315000,97260000,64840000,NV209,CN HN
3/10/2024,ĐH2330328,KH-0557,P-489,6,88395000,530370000,353580000,NV177,CN HN
3/11/2024,ĐH9493242,KH-0518,P-425,5,27300000,136500000,91000000,NV057,CN DN
3/11/2024,ĐH3655587,KH-0626,P-465,7,46950000,328650000,219100000,NV104,CN HN
3/11/2024,ĐH8920879,KH-0586,P-623,1,24870000,24870000,16580000,NV221,CN HN
3/11/2024,ĐH5867698,KH-0579,P-336,2,8685000,17370000,11580000,NV197,CN HCM
3/11/2024,ĐH3409983,KH-0472,P-593,8,5880000,47040000,31360000,NV033,CN DN
3/11/2024,ĐH4494462,KH-0616,P-773,7,825000,5775000,3850000,NV145,CN HN
3/11/2024,ĐH1750403,KH-0437,P-247,5,14820000,74100000,49400000,NV103,CN DN
3/11/2024,ĐH4739702,KH-0757,P-506,9,300000,2700000,1800000,NV249,CN DN
3/11/2024,ĐH3206141,KH-0603,P-117,4,14475000,57900000,38600000,NV220,CN DN
3/11/2024,ĐH6421856,KH-0057,P-259,6,195000,1170000,780000,NV056,CN HCM
3/11/2024,ĐH1947090,KH-0601,P-268,6,24270000,145620000,97080000,NV169,CN HCM
3/11/2024,ĐH9716513,KH-0679,P-127,7,10065000,70455000,46970000,NV129,CN HN
3/11/2024,ĐH7522517,KH-0044,P-376,1,20160000,20160000,13440000,NV106,CN HN
3/11/2024,ĐH7038883,KH-0633,P-332,5,1380000,6900000,4600000,NV222,CN HN
3/11/2024,ĐH3670740,KH-0131,P-039,1,9285000,9285000,6190000,NV162,CN HN
3/11/2024,ĐH6986940,KH-0384,P-753,2,450000,900000,600000,NV180,CN HN
3/11/2024,ĐH4814595,KH-0612,P-625,8,5760000,46080000,30720000,NV180,CN DN
3/11/2024,ĐH1566545,KH-0129,P-796,6,7335000,44010000,29340000,NV002,CN HN
3/12/2024,ĐH1211129,KH-0135,P-093,10,6960000,69600000,46400000,NV015,CN DN
3/12/2024,ĐH7660363,KH-0682,P-402,4,1650000,6600000,4400000,NV025,CN HCM
3/12/2024,ĐH7546409,KH-0692,P-238,4,150000,600000,400000,NV096,CN DN
3/12/2024,ĐH2512687,KH-0310,P-140,1,12600000,12600000,8400000,NV142,CN HN
3/12/2024,ĐH7303676,KH-0507,P-591,2,720000,1440000,960000,NV102,CN HCM
3/12/2024,ĐH8917164,KH-0516,P-691,1,3450000,3450000,2300000,NV132,CN DN
3/12/2024,ĐH9575060,KH-0152,P-412,5,44175000,220875000,147250000,NV119,CN DN
3/12/2024,ĐH2719294,KH-0378,P-060,3,1185000,3555000,2370000,NV243,CN HN
3/12/2024,ĐH9341966,KH-0430,P-144,2,12585000,25170000,16780000,NV216,CN HCM
3/12/2024,ĐH2662087,KH-0470,P-488,6,213885000,1283310000,855540000,NV242,CN DN
3/12/2024,ĐH9406163,KH-0702,P-486,5,3975000,19875000,13250000,NV018,CN HN
3/12/2024,ĐH1308418,KH-0749,P-478,3,11715000,35145000,23430000,NV108,CN DN
3/12/2024,ĐH4864338,KH-0200,P-625,9,5760000,51840000,34560000,NV230,CN HN
3/12/2024,ĐH7677209,KH-0714,P-003,6,2205000,13230000,8820000,NV215,CN HCM
3/12/2024,ĐH5037098,KH-0682,P-569,4,510000,2040000,1360000,NV028,CN HCM
3/12/2024,ĐH5373381,KH-0684,P-236,4,2250000,9000000,6000000,NV039,CN HN
3/12/2024,ĐH6199109,KH-0529,P-284,9,30825000,277425000,184950000,NV053,CN HN
3/12/2024,ĐH7990792,KH-0772,P-482,1,8835000,8835000,5890000,NV147,CN DN
3/12/2024,ĐH8099721,KH-0669,P-008,4,8805000,35220000,23480000,NV051,CN DN
3/12/2024,ĐH3685061,KH-0741,P-681,5,1650000,8250000,5500000,NV132,CN HCM
3/12/2024,ĐH7554166,KH-0271,P-290,2,1425000,2850000,1900000,NV066,CN HN
3/12/2024,ĐH4669993,KH-0496,P-457,9,285000,2565000,1710000,NV155,CN DN
3/12/2024,ĐH3199124,KH-0126,P-699,5,14445000,72225000,48150000,NV103,CN DN
3/12/2024,ĐH9365042,KH-0293,P-054,6,300000,1800000,1200000,NV130,CN HN
3/12/2024,ĐH4608887,KH-0351,P-247,7,14820000,103740000,69160000,NV143,CN DN
3/13/2024,ĐH5912774,KH-0286,P-221,9,19800000,178200000,118800000,NV143,CN HN
3/13/2024,ĐH3901930,KH-0765,P-396,1,1215000,1215000,810000,NV231,CN HN
3/13/2024,ĐH2615500,KH-0523,P-438,3,29160000,87480000,58320000,NV116,CN DN
3/13/2024,ĐH8332100,KH-0434,P-270,4,8685000,34740000,23160000,NV151,CN HCM
3/13/2024,ĐH7141771,KH-0294,P-585,3,720000,2160000,1440000,NV062,CN DN
3/13/2024,ĐH2130755,KH-0008,P-267,5,2640000,13200000,8800000,NV179,CN DN
3/13/2024,ĐH1151428,KH-0507,P-204,5,42120000,210600000,140400000,NV009,CN HCM
3/13/2024,ĐH8994509,KH-0625,P-411,4,14250000,57000000,38000000,NV120,CN HN
3/13/2024,ĐH4332553,KH-0552,P-340,5,255000,1275000,850000,NV239,CN HCM
3/13/2024,ĐH5952783,KH-0662,P-023,7,9015000,63105000,42070000,NV198,CN DN
3/13/2024,ĐH6653618,KH-0486,P-235,10,31950000,319500000,213000000,NV130,CN DN
3/13/2024,ĐH7114537,KH-0084,P-083,3,12720000,38160000,25440000,NV162,CN HCM
3/13/2024,ĐH3745856,KH-0273,P-054,6,300000,1800000,1200000,NV061,CN HCM
3/13/2024,ĐH9145130,KH-0061,P-609,6,330000,1980000,1320000,NV116,CN HCM
3/13/2024,ĐH8430902,KH-0482,P-686,1,660000,660000,440000,NV168,CN HN
3/13/2024,ĐH5904372,KH-0211,P-507,5,1185000,5925000,3950000,NV010,CN HCM
3/13/2024,ĐH5744772,KH-0300,P-153,6,240405000,1442430000,961620000,NV170,CN HCM
3/13/2024,ĐH3148903,KH-0369,P-569,4,510000,2040000,1360000,NV017,CN DN
3/13/2024,ĐH2993144,KH-0651,P-787,8,5790000,46320000,30880000,NV156,CN HN
3/13/2024,ĐH4561354,KH-0060,P-323,3,3195000,9585000,6390000,NV091,CN HCM
3/13/2024,ĐH9566330,KH-0699,P-687,9,3315000,29835000,19890000,NV065,CN HN
3/13/2024,ĐH7555040,KH-0290,P-272,7,43200000,302400000,201600000,NV050,CN HCM
3/13/2024,ĐH9212589,KH-0664,P-494,2,1050000,2100000,1400000,NV042,CN HN
3/13/2024,ĐH6453033,KH-0162,P-578,3,11925000,35775000,23850000,NV099,CN HCM
3/13/2024,ĐH5550217,KH-0020,P-089,5,2550000,12750000,8500000,NV116,CN HN
3/13/2024,ĐH2444180,KH-0083,P-336,2,8685000,17370000,11580000,NV151,CN HCM
3/13/2024,ĐH9229684,KH-0295,P-585,4,720000,2880000,1920000,NV247,CN HCM
3/13/2024,ĐH6120288,KH-0324,P-106,4,27030000,108120000,72080000,NV168,CN HCM
3/13/2024,ĐH4546202,KH-0620,P-255,10,9030000,90300000,60200000,NV111,CN DN
3/13/2024,ĐH8060747,KH-0245,P-794,4,1365000,5460000,3640000,NV130,CN DN
3/13/2024,ĐH9961629,KH-0195,P-595,8,960000,7680000,5120000,NV215,CN DN
3/13/2024,ĐH9944081,KH-0071,P-516,3,10545000,31635000,21090000,NV103,CN HN
3/13/2024,ĐH2205689,KH-0127,P-037,6,6300000,37800000,25200000,NV082,CN HCM
3/13/2024,ĐH2834683,KH-0283,P-533,6,7665000,45990000,30660000,NV009,CN DN
3/13/2024,ĐH7923125,KH-0589,P-291,2,1230000,2460000,1640000,NV019,CN HN
3/13/2024,ĐH5465887,KH-0233,P-305,10,2040000,20400000,13600000,NV035,CN DN
3/13/2024,ĐH8317634,KH-0287,P-019,6,3015000,18090000,12060000,NV073,CN HN
3/14/2024,ĐH5254325,KH-0357,P-473,8,19425000,155400000,103600000,NV062,CN HCM
3/14/2024,ĐH2816090,KH-0698,P-258,9,2145000,19305000,12870000,NV039,CN HN
