Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,Chi nhánh,,,
3/21/2024,"3,00",ĐH9009224,KH-0338,P-144,3,12585000,37755000,25170000,NV070,CN DN,,,,
3/22/2024,"3,00",ĐH7903031,KH-0181,P-354,5,1200000,6000000,4000000,NV092,CN DN,,,,
3/22/2024,"3,00",ĐH1478545,KH-0373,P-253,4,885000,3540000,2360000,NV128,CN DN,,,,
3/22/2024,"3,00",ĐH8008880,KH-0786,P-487,10,3870000,38700000,25800000,NV178,CN DN,,,,
3/22/2024,"3,00",ĐH5432526,KH-0425,P-176,3,14535000,43605000,29070000,NV240,CN DN,,,,
3/22/2024,"3,00",ĐH5052135,KH-0343,P-587,6,1800000,10800000,7200000,NV080,CN DN,,,,
3/22/2024,"3,00",ĐH1843381,KH-0738,P-011,6,15885000,95310000,63540000,NV209,CN DN,,,,
3/22/2024,"3,00",ĐH3922435,KH-0113,P-459,1,126675000,126675000,84450000,NV011,CN DN,,,,
3/22/2024,"3,00",ĐH1546095,KH-0284,P-570,4,495000,1980000,1320000,NV138,CN DN,,,,
3/22/2024,"3,00",ĐH1720300,KH-0324,P-530,9,28980000,260820000,173880000,NV151,CN DN,,,,
3/22/2024,"3,00",ĐH7761736,KH-0236,P-204,3,42120000,126360000,84240000,NV235,CN DN,,,,
3/23/2024,"3,00",ĐH1816294,KH-0549,P-367,6,145080000,870480000,580320000,NV110,CN DN,,,,
3/23/2024,"3,00",ĐH5188863,KH-0667,P-705,4,9300000,37200000,24800000,NV178,CN DN,,,,
3/23/2024,"3,00",ĐH4690502,KH-0455,P-644,1,12600000,12600000,8400000,NV047,CN DN,,,,
3/23/2024,"3,00",ĐH9469637,KH-0426,P-748,3,41955000,125865000,83910000,NV020,CN DN,,,,
3/23/2024,"3,00",ĐH9550085,KH-0216,P-207,9,4410000,39690000,26460000,NV131,CN DN,,,,
3/23/2024,"3,00",ĐH8901634,KH-0709,P-139,8,2865000,22920000,15280000,NV094,CN DN,,,,
3/23/2024,"3,00",ĐH2688052,KH-0189,P-771,7,120000,840000,560000,NV189,CN DN,,,,
3/24/2024,"3,00",ĐH2221721,KH-0164,P-566,6,7335000,44010000,29340000,NV036,CN DN,,,,
3/24/2024,"3,00",ĐH1005727,KH-0421,P-116,10,18735000,187350000,124900000,NV244,CN DN,,,,
3/24/2024,"3,00",ĐH8054155,KH-0045,P-572,10,24315000,243150000,162100000,NV172,CN DN,,,,
3/24/2024,"3,00",ĐH3590032,KH-0176,P-204,2,42120000,84240000,56160000,NV081,CN DN,,,,
3/24/2024,"3,00",ĐH8313130,KH-0125,P-490,6,184275000,1105650000,737100000,NV065,CN DN,,,,
3/24/2024,"3,00",ĐH6956577,KH-0694,P-779,8,525000,4200000,2800000,NV023,CN DN,,,,
3/24/2024,"3,00",ĐH6608476,KH-0175,P-567,3,277770000,833310000,555540000,NV117,CN DN,,,,
3/24/2024,"3,00",ĐH4145096,KH-0375,P-331,1,76515000,76515000,51010000,NV155,CN DN,,,,
3/24/2024,"3,00",ĐH8972273,KH-0535,P-643,2,585000,1170000,780000,NV196,CN DN,,,,
3/24/2024,"3,00",ĐH4755237,KH-0179,P-374,6,8100000,48600000,32400000,NV205,CN DN,,,,
3/24/2024,"3,00",ĐH9486459,KH-0709,P-448,3,21060000,63180000,42120000,NV155,CN DN,,,,
3/24/2024,"3,00",ĐH5807419,KH-0695,P-244,4,45390000,181560000,121040000,NV056,CN DN,,,,
3/24/2024,"3,00",ĐH7863244,KH-0229,P-602,1,9135000,9135000,6090000,NV102,CN DN,,,,
3/24/2024,"3,00",ĐH8365107,KH-0263,P-289,5,1350000,6750000,4500000,NV236,CN DN,,,,
3/24/2024,"3,00",ĐH9375648,KH-0128,P-753,3,450000,1350000,900000,NV213,CN DN,,,,
3/24/2024,"3,00",ĐH8520682,KH-0554,P-073,9,9795000,88155000,58770000,NV153,CN DN,,,,
3/25/2024,"3,00",ĐH4813374,KH-0593,P-072,2,165000,330000,220000,NV058,CN DN,,,,
3/25/2024,"3,00",ĐH6620976,KH-0705,P-328,6,240000,1440000,960000,NV238,CN DN,,,,
3/25/2024,"3,00",ĐH4411144,KH-0604,P-250,3,46350000,139050000,92700000,NV077,CN DN,,,,
3/25/2024,"3,00",ĐH4867279,KH-0357,P-402,7,1650000,11550000,7700000,NV194,CN DN,,,,
3/25/2024,"3,00",ĐH2041188,KH-0477,P-053,8,6315000,50520000,33680000,NV212,CN DN,,,,
3/26/2024,"3,00",ĐH1038083,KH-0691,P-029,10,5385000,53850000,35900000,NV157,CN DN,,,,
3/26/2024,"3,00",ĐH7425987,KH-0369,P-101,7,540000,3780000,2520000,NV044,CN DN,,,,
3/26/2024,"3,00",ĐH2246838,KH-0239,P-529,4,2625000,10500000,7000000,NV089,CN DN,,,,
3/26/2024,"3,00",ĐH9175170,KH-0333,P-500,7,1470000,10290000,6860000,NV127,CN DN,,,,
3/27/2024,"3,00",ĐH2534882,KH-0635,P-715,4,29565000,118260000,78840000,NV158,CN DN,,,,
3/27/2024,"3,00",ĐH8819921,KH-0008,P-427,9,106755000,960795000,640530000,NV141,CN DN,,,,
3/27/2024,"3,00",ĐH1330943,KH-0025,P-636,7,1335000,9345000,6230000,NV191,CN DN,,,,
3/27/2024,"3,00",ĐH5731945,KH-0615,P-481,1,8955000,8955000,5970000,NV022,CN DN,,,,
3/27/2024,"3,00",ĐH7929429,KH-0313,P-347,5,39420000,197100000,131400000,NV237,CN DN,,,,
3/28/2024,"3,00",ĐH9616880,KH-0096,P-462,2,4500000,9000000,6000000,NV203,CN DN,,,,
3/28/2024,"3,00",ĐH1422960,KH-0314,P-651,4,870000,3480000,2320000,NV196,CN DN,,,,
3/28/2024,"3,00",ĐH1791122,KH-0027,P-042,5,4275000,21375000,14250000,NV021,CN DN,,,,
3/28/2024,"3,00",ĐH7211930,KH-0245,P-644,2,12600000,25200000,16800000,NV059,CN DN,,,,
3/28/2024,"3,00",ĐH7090650,KH-0491,P-182,2,4305000,8610000,5740000,NV169,CN DN,,,,
3/28/2024,"3,00",ĐH6298498,KH-0038,P-781,1,6420000,6420000,4280000,NV059,CN DN,,,,
3/28/2024,"3,00",ĐH7515895,KH-0181,P-533,1,7665000,7665000,5110000,NV024,CN DN,,,,
3/28/2024,"3,00",ĐH4485365,KH-0775,P-409,9,10365000,93285000,62190000,NV157,CN DN,,,,
3/28/2024,"3,00",ĐH7347951,KH-0786,P-319,4,3810000,15240000,10160000,NV103,CN DN,,,,
3/28/2024,"3,00",ĐH2874929,KH-0237,P-296,4,240000,960000,640000,NV165,CN DN,,,,
3/28/2024,"3,00",ĐH8278669,KH-0726,P-325,5,1725000,8625000,5750000,NV139,CN DN,,,,
3/28/2024,"3,00",ĐH3166272,KH-0559,P-489,1,88395000,88395000,58930000,NV136,CN DN,,,,
3/29/2024,"3,00",ĐH4502477,KH-0596,P-520,5,9975000,49875000,33250000,NV076,CN DN,,,,
3/29/2024,"3,00",ĐH3874089,KH-0712,P-014,4,7995000,31980000,21320000,NV013,CN DN,,,,
3/29/2024,"3,00",ĐH2793015,KH-0459,P-247,1,14820000,14820000,9880000,NV084,CN DN,,,,
3/29/2024,"3,00",ĐH6494907,KH-0069,P-079,9,7530000,67770000,45180000,NV024,CN DN,,,,
3/29/2024,"3,00",ĐH1446975,KH-0635,P-336,1,8685000,8685000,5790000,NV158,CN DN,,,,
3/29/2024,"3,00",ĐH7735708,KH-0286,P-151,2,684450000,1368900000,912600000,NV220,CN DN,,,,
3/29/2024,"3,00",ĐH2648888,KH-0289,P-111,5,18015000,90075000,60050000,NV137,CN DN,,,,
3/29/2024,"3,00",ĐH1781603,KH-0353,P-296,2,240000,480000,320000,NV209,CN DN,,,,
3/29/2024,"3,00",ĐH3162563,KH-0775,P-389,1,5835000,5835000,3890000,NV021,CN DN,,,,
3/30/2024,"3,00",ĐH2652853,KH-0589,P-552,6,56925000,341550000,227700000,NV119,CN DN,,,,
3/30/2024,"3,00",ĐH1350013,KH-0259,P-243,6,5505000,33030000,22020000,NV001,CN DN,,,,
3/30/2024,"3,00",ĐH9148238,KH-0173,P-689,1,5925000,5925000,3950000,NV221,CN DN,,,,
3/30/2024,"3,00",ĐH1751886,KH-0757,P-498,1,630000,630000,420000,NV105,CN DN,,,,
3/30/2024,"3,00",ĐH5101707,KH-0670,P-540,2,4290000,8580000,5720000,NV050,CN DN,,,,
3/30/2024,"3,00",ĐH1040491,KH-0234,P-684,2,375000,750000,500000,NV238,CN DN,,,,
3/30/2024,"3,00",ĐH7096420,KH-0211,P-516,7,10545000,73815000,49210000,NV122,CN DN,,,,
3/30/2024,"3,00",ĐH4045931,KH-0196,P-605,10,2040000,20400000,13600000,NV126,CN DN,,,,
3/30/2024,"3,00",ĐH2217645,KH-0359,P-586,1,405000,405000,270000,NV211,CN DN,,,,
3/30/2024,"3,00",ĐH9460182,KH-0231,P-434,3,14580000,43740000,29160000,NV148,CN DN,,,,
3/30/2024,"3,00",ĐH7751470,KH-0056,P-799,9,105000,945000,630000,NV086,CN DN,,,,
3/30/2024,"3,00",ĐH5741168,KH-0352,P-722,2,7770000,15540000,10360000,NV016,CN DN,,,,
3/30/2024,"3,00",ĐH1021120,KH-0166,P-021,7,17700000,123900000,82600000,NV011,CN DN,,,,
3/30/2024,"3,00",ĐH3317612,KH-0193,P-147,4,524310000,2097240000,1398160000,NV042,CN DN,,,,
3/30/2024,"3,00",ĐH3463250,KH-0288,P-349,2,24780000,49560000,33040000,NV097,CN DN,,,,
3/31/2024,"3,00",ĐH4379916,KH-0120,P-505,9,13590000,122310000,81540000,NV152,CN DN,,,,
3/31/2024,"3,00",ĐH6638493,KH-0147,P-370,10,22530000,225300000,150200000,NV135,CN DN,,,,
3/31/2024,"3,00",ĐH2358682,KH-0047,P-496,7,60450000,423150000,282100000,NV046,CN DN,,,,
3/31/2024,"3,00",ĐH8998691,KH-0110,P-788,1,6285000,6285000,4190000,NV032,CN DN,,,,
3/31/2024,"3,00",ĐH8575699,KH-0061,P-593,1,5880000,5880000,3920000,NV212,CN DN,,,,
3/31/2024,"3,00",ĐH3345368,KH-0122,P-234,1,252510000,252510000,168340000,NV109,CN DN,,,,
3/31/2024,"3,00",ĐH2763110,KH-0544,P-595,6,960000,5760000,3840000,NV044,CN DN,,,,
3/31/2024,"3,00",ĐH9892741,KH-0415,P-359,5,630000,3150000,2100000,NV190,CN DN,,,,
4/1/2024,"4,00",ĐH7061200,KH-0339,P-089,10,2550000,25500000,17000000,NV014,CN DN,,,,
4/1/2024,"4,00",ĐH7371286,KH-0382,P-353,9,3750000,33750000,22500000,NV036,CN DN,,,,
4/1/2024,"4,00",ĐH5584560,KH-0178,P-225,1,2415000,2415000,1610000,NV133,CN DN,,,,
4/1/2024,"4,00",ĐH2594802,KH-0550,P-111,9,18015000,162135000,108090000,NV150,CN DN,,,,
4/1/2024,"4,00",ĐH9485337,KH-0481,P-712,1,1095000,1095000,730000,NV167,CN DN,,,,
4/1/2024,"4,00",ĐH7741404,KH-0154,P-637,1,105000,105000,70000,NV036,CN DN,,,,
4/1/2024,"4,00",ĐH9783294,KH-0643,P-220,3,160875000,482625000,321750000,NV097,CN DN,,,,
4/2/2024,"4,00",ĐH5862369,KH-0220,P-500,7,1470000,10290000,6860000,NV247,CN DN,,,,
4/2/2024,"4,00",ĐH1890466,KH-0346,P-487,7,3870000,27090000,18060000,NV086,CN DN,,,,
4/2/2024,"4,00",ĐH7655816,KH-0711,P-173,5,32265000,161325000,107550000,NV009,CN DN,,,,
4/2/2024,"4,00",ĐH8189273,KH-0488,P-377,7,16365000,114555000,76370000,NV202,CN DN,,,,
4/2/2024,"4,00",ĐH5181786,KH-0614,P-137,10,11850000,118500000,79000000,NV051,CN DN,,,,
4/2/2024,"4,00",ĐH5235148,KH-0775,P-561,10,8460000,84600000,56400000,NV202,CN DN,,,,
4/3/2024,"4,00",ĐH3646055,KH-0253,P-623,6,24870000,149220000,99480000,NV125,CN DN,,,,
4/3/2024,"4,00",ĐH8001570,KH-0246,P-077,10,2430000,24300000,16200000,NV027,CN DN,,,,
4/3/2024,"4,00",ĐH3980942,KH-0461,P-275,9,1800000,16200000,10800000,NV121,CN DN,,,,
4/3/2024,"4,00",ĐH2582906,KH-0373,P-510,7,270000,1890000,1260000,NV243,CN DN,,,,
4/3/2024,"4,00",ĐH2689182,KH-0762,P-497,1,12465000,12465000,8310000,NV102,CN DN,,,,
4/4/2024,"4,00",ĐH3050939,KH-0611,P-656,5,3315000,16575000,11050000,NV247,CN DN,,,,
4/4/2024,"4,00",ĐH7177269,KH-0109,P-588,10,225000,2250000,1500000,NV209,CN DN,,,,
4/4/2024,"4,00",ĐH8754701,KH-0632,P-733,1,435000,435000,290000,NV169,CN DN,,,,
4/4/2024,"4,00",ĐH2749235,KH-0156,P-216,4,1275000,5100000,3400000,NV174,CN DN,,,,
4/4/2024,"4,00",ĐH3029617,KH-0422,P-257,5,45840000,229200000,152800000,NV166,CN DN,,,,
4/4/2024,"4,00",ĐH9580391,KH-0160,P-624,7,6195000,43365000,28910000,NV125,CN DN,,,,
4/4/2024,"4,00",ĐH2404220,KH-0652,P-129,7,10515000,73605000,49070000,NV101,CN DN,,,,
4/4/2024,"4,00",ĐH6705601,KH-0699,P-702,7,1245000,8715000,5810000,NV088,CN DN,,,,
4/4/2024,"4,00",ĐH4386039,KH-0521,P-372,4,60720000,242880000,161920000,NV183,CN DN,,,,
4/4/2024,"4,00",ĐH5666885,KH-0237,P-418,6,1440000,8640000,5760000,NV123,CN DN,,,,
4/4/2024,"4,00",ĐH9925611,KH-0104,P-724,6,675000,4050000,2700000,NV074,CN DN,,,,
4/4/2024,"4,00",ĐH6525960,KH-0686,P-306,1,28710000,28710000,19140000,NV135,CN DN,,,,
4/4/2024,"4,00",ĐH6315341,KH-0360,P-535,5,7710000,38550000,25700000,NV048,CN DN,,,,
4/4/2024,"4,00",ĐH6440353,KH-0443,P-367,8,145080000,1160640000,773760000,NV092,CN DN,,,,
4/4/2024,"4,00",ĐH6915019,KH-0200,P-047,5,12705000,63525000,42350000,NV153,CN DN,,,,
4/5/2024,"4,00",ĐH2854222,KH-0088,P-335,10,16815000,168150000,112100000,NV090,CN DN,,,,
4/5/2024,"4,00",ĐH9801848,KH-0576,P-214,3,97500000,292500000,195000000,NV089,CN DN,,,,
4/5/2024,"4,00",ĐH9425925,KH-0459,P-693,4,1515000,6060000,4040000,NV220,CN DN,,,,
4/5/2024,"4,00",ĐH1050332,KH-0418,P-081,6,1290000,7740000,5160000,NV022,CN DN,,,,
4/5/2024,"4,00",ĐH4686591,KH-0207,P-088,4,2430000,9720000,6480000,NV119,CN DN,,,,
4/5/2024,"4,00",ĐH2184330,KH-0501,P-005,7,5550000,38850000,25900000,NV080,CN DN,,,,
4/5/2024,"4,00",ĐH3067591,KH-0184,P-604,1,2850000,2850000,1900000,NV056,CN DN,,,,
4/5/2024,"4,00",ĐH2429022,KH-0579,P-349,9,24780000,223020000,148680000,NV088,CN DN,,,,
4/5/2024,"4,00",ĐH9387118,KH-0168,P-509,7,720000,5040000,3360000,NV168,CN DN,,,,
4/5/2024,"4,00",ĐH5550632,KH-0548,P-027,8,3030000,24240000,16160000,NV223,CN DN,,,,
4/5/2024,"4,00",ĐH8603658,KH-0053,P-312,9,3030000,27270000,18180000,NV216,CN DN,,,,
4/6/2024,"4,00",ĐH4952748,KH-0334,P-614,7,14940000,104580000,69720000,NV243,CN DN,,,,
4/6/2024,"4,00",ĐH9872422,KH-0475,P-153,4,240405000,961620000,641080000,NV038,CN DN,,,,
4/6/2024,"4,00",ĐH5922634,KH-0249,P-264,4,5265000,21060000,14040000,NV240,CN DN,,,,
4/6/2024,"4,00",ĐH9171664,KH-0148,P-301,10,18090000,180900000,120600000,NV088,CN DN,,,,
4/6/2024,"4,00",ĐH2675953,KH-0408,P-218,5,328995000,1644975000,1096650000,NV003,CN DN,,,,
4/6/2024,"4,00",ĐH4365941,KH-0491,P-749,8,1575000,12600000,8400000,NV088,CN DN,,,,
4/6/2024,"4,00",ĐH5506786,KH-0003,P-033,1,16650000,16650000,11100000,NV153,CN DN,,,,
4/6/2024,"4,00",ĐH2233980,KH-0725,P-556,5,7410000,37050000,24700000,NV166,CN DN,,,,
4/6/2024,"4,00",ĐH9805354,KH-0040,P-561,7,8460000,59220000,39480000,NV239,CN DN,,,,
4/6/2024,"4,00",ĐH5022225,KH-0656,P-017,4,3960000,15840000,10560000,NV199,CN DN,,,,
4/6/2024,"4,00",ĐH9447584,KH-0241,P-485,2,3825000,7650000,5100000,NV058,CN DN,,,,
4/6/2024,"4,00",ĐH2692924,KH-0734,P-627,6,990000,5940000,3960000,NV182,CN DN,,,,
4/6/2024,"4,00",ĐH4927871,KH-0279,P-763,4,1425000,5700000,3800000,NV026,CN DN,,,,
4/6/2024,"4,00",ĐH8642740,KH-0251,P-336,3,8685000,26055000,17370000,NV021,CN DN,,,,
4/6/2024,"4,00",ĐH7215740,KH-0230,P-227,10,3060000,30600000,20400000,NV002,CN DN,,,,
4/6/2024,"4,00",ĐH6607139,KH-0590,P-065,10,8130000,81300000,54200000,NV087,CN DN,,,,
4/7/2024,"4,00",ĐH2155993,KH-0421,P-583,3,1470000,4410000,2940000,NV196,CN DN,,,,
4/7/2024,"4,00",ĐH5919762,KH-0276,P-218,2,328995000,657990000,438660000,NV237,CN DN,,,,
4/7/2024,"4,00",ĐH4992677,KH-0022,P-605,6,2040000,12240000,8160000,NV190,CN DN,,,,
4/7/2024,"4,00",ĐH9670880,KH-0461,P-727,6,9690000,58140000,38760000,NV054,CN DN,,,,
4/7/2024,"4,00",ĐH7970200,KH-0491,P-681,9,1650000,14850000,9900000,NV105,CN DN,,,,
4/7/2024,"4,00",ĐH2151015,KH-0207,P-794,7,1365000,9555000,6370000,NV186,CN DN,,,,
4/7/2024,"4,00",ĐH5783728,KH-0434,P-610,8,42180000,337440000,224960000,NV205,CN DN,,,,
4/7/2024,"4,00",ĐH5718702,KH-0325,P-640,10,33375000,333750000,222500000,NV238,CN DN,,,,
4/8/2024,"4,00",ĐH9869775,KH-0041,P-372,1,60720000,60720000,40480000,NV031,CN DN,,,,
4/8/2024,"4,00",ĐH7260625,KH-0006,P-377,9,16365000,147285000,98190000,NV136,CN DN,,,,
4/8/2024,"4,00",ĐH7348914,KH-0076,P-002,6,41190000,247140000,164760000,NV072,CN DN,,,,
4/8/2024,"4,00",ĐH1743304,KH-0123,P-440,2,12150000,24300000,16200000,NV035,CN DN,,,,
4/8/2024,"4,00",ĐH4410388,KH-0622,P-645,2,5625000,11250000,7500000,NV087,CN DN,,,,
4/8/2024,"4,00",ĐH8271209,KH-0291,P-325,5,1725000,8625000,5750000,NV003,CN DN,,,,
4/9/2024,"4,00",ĐH3225208,KH-0379,P-199,7,510000,3570000,2380000,NV050,CN DN,,,,
4/9/2024,"4,00",ĐH2613483,KH-0343,P-096,3,1770000,5310000,3540000,NV111,CN DN,,,,
4/9/2024,"4,00",ĐH1016059,KH-0285,P-065,4,8130000,32520000,21680000,NV073,CN DN,,,,
4/9/2024,"4,00",ĐH5257010,KH-0786,P-611,4,7980000,31920000,21280000,NV030,CN DN,,,,
4/9/2024,"4,00",ĐH2386895,KH-0210,P-108,3,29580000,88740000,59160000,NV023,CN DN,,,,
4/9/2024,"4,00",ĐH3414530,KH-0456,P-557,8,8880000,71040000,47360000,NV157,CN DN,,,,
4/9/2024,"4,00",ĐH2930778,KH-0198,P-785,4,720000,2880000,1920000,NV196,CN DN,,,,
4/9/2024,"4,00",ĐH1013462,KH-0385,P-127,2,10065000,20130000,13420000,NV047,CN DN,,,,
4/9/2024,"4,00",ĐH2301977,KH-0156,P-262,10,23205000,232050000,154700000,NV005,CN DN,,,,
4/9/2024,"4,00",ĐH5610737,KH-0036,P-495,10,270000,2700000,1800000,NV199,CN DN,,,,
4/9/2024,"4,00",ĐH8215615,KH-0138,P-098,6,3765000,22590000,15060000,NV177,CN DN,,,,
4/10/2024,"4,00",ĐH2137024,KH-0662,P-460,4,3225000,12900000,8600000,NV140,CN DN,,,,
4/10/2024,"4,00",ĐH7099504,KH-0401,P-737,10,240000,2400000,1600000,NV048,CN DN,,,,
4/10/2024,"4,00",ĐH8128040,KH-0281,P-630,10,1905000,19050000,12700000,NV095,CN DN,,,,
4/10/2024,"4,00",ĐH9898837,KH-0358,P-589,3,1350000,4050000,2700000,NV198,CN DN,,,,
4/10/2024,"4,00",ĐH8208026,KH-0537,P-254,6,2820000,16920000,11280000,NV211,CN DN,,,,
4/10/2024,"4,00",ĐH8368963,KH-0625,P-459,6,126675000,760050000,506700000,NV146,CN DN,,,,
4/11/2024,"4,00",ĐH3346142,KH-0492,P-495,4,270000,1080000,720000,NV135,CN DN,,,,
4/11/2024,"4,00",ĐH2949941,KH-0458,P-280,7,5205000,36435000,24290000,NV038,CN DN,,,,
4/11/2024,"4,00",ĐH2779287,KH-0032,P-388,8,6150000,49200000,32800000,NV098,CN DN,,,,
4/11/2024,"4,00",ĐH1625754,KH-0490,P-594,7,540000,3780000,2520000,NV194,CN DN,,,,
4/11/2024,"4,00",ĐH6257594,KH-0632,P-637,7,105000,735000,490000,NV164,CN DN,,,,
4/11/2024,"4,00",ĐH6567677,KH-0212,P-357,4,7935000,31740000,21160000,NV176,CN DN,,,,
4/11/2024,"4,00",ĐH7929303,KH-0229,P-682,6,1335000,8010000,5340000,NV164,CN DN,,,,
4/11/2024,"4,00",ĐH4195866,KH-0676,P-614,2,14940000,29880000,19920000,NV235,CN DN,,,,
4/11/2024,"4,00",ĐH9038401,KH-0498,P-509,9,720000,6480000,4320000,NV082,CN DN,,,,
4/11/2024,"4,00",ĐH6798454,KH-0726,P-608,9,10335000,93015000,62010000,NV247,CN DN,,,,
4/12/2024,"4,00",ĐH1607870,KH-0146,P-692,2,390000,780000,520000,NV123,CN DN,,,,
4/12/2024,"4,00",ĐH3825600,KH-0602,P-697,10,600000,6000000,4000000,NV007,CN DN,,,,
4/12/2024,"4,00",ĐH5269108,KH-0610,P-544,8,18780000,150240000,100160000,NV189,CN DN,,,,
4/12/2024,"4,00",ĐH3821929,KH-0702,P-256,5,13575000,67875000,45250000,NV043,CN DN,,,,
4/12/2024,"4,00",ĐH1290632,KH-0718,P-479,9,2880000,25920000,17280000,NV080,CN DN,,,,
4/13/2024,"4,00",ĐH3750371,KH-0132,P-639,10,5625000,56250000,37500000,NV126,CN DN,,,,
4/13/2024,"4,00",ĐH9390212,KH-0165,P-474,5,3705000,18525000,12350000,NV235,CN DN,,,,
4/13/2024,"4,00",ĐH4941772,KH-0242,P-129,3,10515000,31545000,21030000,NV147,CN DN,,,,
4/13/2024,"4,00",ĐH7946997,KH-0486,P-742,5,645000,3225000,2150000,NV187,CN DN,,,,
4/13/2024,"4,00",ĐH7553049,KH-0008,P-155,3,199425000,598275000,398850000,NV067,CN DN,,,,
4/13/2024,"4,00",ĐH3975218,KH-0770,P-568,10,61110000,611100000,407400000,NV214,CN DN,,,,
4/13/2024,"4,00",ĐH8338007,KH-0674,P-506,2,300000,600000,400000,NV166,CN DN,,,,
4/13/2024,"4,00",ĐH9488759,KH-0397,P-364,1,4500000,4500000,3000000,NV166,CN DN,,,,
4/13/2024,"4,00",ĐH2361497,KH-0560,P-708,8,150000,1200000,800000,NV166,CN DN,,,,
4/13/2024,"4,00",ĐH9795587,KH-0084,P-782,10,7635000,76350000,50900000,NV092,CN DN,,,,
4/13/2024,"4,00",ĐH4434116,KH-0132,P-632,6,7290000,43740000,29160000,NV129,CN DN,,,,
4/13/2024,"4,00",ĐH2119635,KH-0545,P-649,4,435000,1740000,1160000,NV088,CN DN,,,,
4/13/2024,"4,00",ĐH5886986,KH-0102,P-306,2,28710000,57420000,38280000,NV198,CN DN,,,,
4/14/2024,"4,00",ĐH4287678,KH-0250,P-201,3,4680000,14040000,9360000,NV018,CN DN,,,,
4/14/2024,"4,00",ĐH1891843,KH-0466,P-417,7,62565000,437955000,291970000,NV174,CN DN,,,,
4/14/2024,"4,00",ĐH9737991,KH-0148,P-772,10,1920000,19200000,12800000,NV109,CN DN,,,,
4/14/2024,"4,00",ĐH8871356,KH-0289,P-528,8,20550000,164400000,109600000,NV123,CN DN,,,,
4/14/2024,"4,00",ĐH5084652,KH-0250,P-545,4,11655000,46620000,31080000,NV050,CN DN,,,,
4/14/2024,"4,00",ĐH6045782,KH-0306,P-067,1,690000,690000,460000,NV016,CN DN,,,,
4/14/2024,"4,00",ĐH8913330,KH-0292,P-579,5,120000,600000,400000,NV060,CN DN,,,,
4/14/2024,"4,00",ĐH3419894,KH-0706,P-794,9,1365000,12285000,8190000,NV209,CN DN,,,,
4/14/2024,"4,00",ĐH6556208,KH-0694,P-540,3,4290000,12870000,8580000,NV053,CN DN,,,,
4/14/2024,"4,00",ĐH1328507,KH-0673,P-101,1,540000,540000,360000,NV244,CN DN,,,,
4/14/2024,"4,00",ĐH6000273,KH-0469,P-777,4,2550000,10200000,6800000,NV070,CN DN,,,,
4/15/2024,"4,00",ĐH2029937,KH-0205,P-374,7,8100000,56700000,37800000,NV067,CN DN,,,,
4/15/2024,"4,00",ĐH6470602,KH-0628,P-459,6,126675000,760050000,506700000,NV067,CN DN,,,,
4/15/2024,"4,00",ĐH2648149,KH-0327,P-343,5,4755000,23775000,15850000,NV042,CN DN,,,,
4/15/2024,"4,00",ĐH5175827,KH-0623,P-219,6,90300000,541800000,361200000,NV106,CN DN,,,,
4/15/2024,"4,00",ĐH4563262,KH-0023,P-143,4,20550000,82200000,54800000,NV241,CN DN,,,,
4/15/2024,"4,00",ĐH4358378,KH-0482,P-516,4,10545000,42180000,28120000,NV135,CN DN,,,,
4/15/2024,"4,00",ĐH4541510,KH-0036,P-494,9,1050000,9450000,6300000,NV150,CN DN,,,,
4/15/2024,"4,00",ĐH5531249,KH-0608,P-771,5,120000,600000,400000,NV071,CN DN,,,,
4/15/2024,"4,00",ĐH7728736,KH-0223,P-131,9,7170000,64530000,43020000,NV238,CN DN,,,,
4/15/2024,"4,00",ĐH6095297,KH-0318,P-316,8,19260000,154080000,102720000,NV138,CN DN,,,,
4/15/2024,"4,00",ĐH9101270,KH-0117,P-676,8,405000,3240000,2160000,NV141,CN DN,,,,
4/15/2024,"4,00",ĐH6907181,KH-0589,P-215,2,615000,1230000,820000,NV183,CN DN,,,,
4/15/2024,"4,00",ĐH5942316,KH-0677,P-213,1,19995000,19995000,13330000,NV224,CN DN,,,,
4/15/2024,"4,00",ĐH2780641,KH-0565,P-118,1,1770000,1770000,1180000,NV145,CN DN,,,,
4/15/2024,"4,00",ĐH3045845,KH-0424,P-616,5,555000,2775000,1850000,NV217,CN DN,,,,
4/15/2024,"4,00",ĐH9821384,KH-0549,P-526,10,12975000,129750000,86500000,NV046,CN DN,,,,
4/16/2024,"4,00",ĐH2186577,KH-0123,P-750,2,585000,1170000,780000,NV237,CN DN,,,,
4/16/2024,"4,00",ĐH8620829,KH-0129,P-797,2,6825000,13650000,9100000,NV095,CN DN,,,,
4/16/2024,"4,00",ĐH3100522,KH-0520,P-190,10,330000,3300000,2200000,NV034,CN DN,,,,
4/16/2024,"4,00",ĐH8804758,KH-0466,P-484,1,915000,915000,610000,NV154,CN DN,,,,
4/16/2024,"4,00",ĐH3994302,KH-0179,P-086,3,2445000,7335000,4890000,NV239,CN DN,,,,
4/16/2024,"4,00",ĐH4117892,KH-0121,P-167,1,15810000,15810000,10540000,NV067,CN DN,,,,
4/16/2024,"4,00",ĐH3116599,KH-0207,P-173,6,32265000,193590000,129060000,NV197,CN DN,,,,
